SYNOPCode,Removed_Feature,RMSE,R2
5,Visibility,1.6406963978441744,0.7897582139544627
5,ParticulateMax,2.300672304240156,0.586598434436674
5,Distance,3.4503278282641503,0.07021334195032558
6,SYNOPCode,0.8193478923534412,0.9638767003765271
6,Frequency,0.8197008256941819,0.9638455735187691
6,WindDirection,0.8176351036052516,0.9640275689212316
6,RainIntensity,0.8111489387242364,0.9645960319462334
6,RainIntensityMin,0.8114443264276404,0.964570241858896
6,AbsoluteHumidityMax,0.8116123627001027,0.9645555665429663
6,WindSpeedMin,0.8042271148674224,0.9651976833239996
6,RainIntensityMax,0.8010188819434375,0.96547479716531
6,AbsoluteHumidityMin,0.799952838601993,0.9655666323817962
6,WindSpeed,0.7894626982159973,0.9664637915215523
6,TemperatureMin,0.798692557270734,0.9656750426392662
