,RFL_Specific,RFL_Generic,FSO_Specific,FSO_Generic
0,0.9768515914301554,0.9718590857560108,0.9238087925475655,0.9387813631339607
3,0.9850302845859573,0.9922922058428418,0.8584425011065995,0.9676857982506931
4,0.9062000893742098,0.9686935847974297,0.9249398570875189,0.9361701278577238
5,0.9571902898616031,0.9714372161490755,0.9319570864729758,0.9503176882443847
6,0.9692354706967504,0.9614022111412445,0.9457415660213727,0.9519450744806326
7,0.9141364178009529,0.9578175656955391,0.9320939025787337,0.9349991418927732
8,0.8758399951175114,0.899345856451056,0.9125263570398915,0.9122958831497453
