SYNOPCode,Removed_Feature,RMSE,R2
5,VisibilityMin,0.5550845636949876,0.9628766768441059
5,Temperature,0.5549664544435488,0.9628924731451515
5,ParticulateMin,0.5673440765803156,0.9612187685675936
5,TemperatureDifference,0.5726005801736916,0.9604968149809536
5,Frequency,0.6147509459037713,0.9544669275103719
5,RainIntensityMin,0.711141408532959,0.9390686948827449
5,Visibility,0.7099442989191785,0.9392736613121133
5,RelativeHumidity,0.7915366634414875,0.9245132692086733
5,Distance,0.8719356549607898,0.9083995895764211
5,RainIntensity,1.0378828979202532,0.8702147742267486
5,RainIntensityMax,1.0406599639975223,0.8695193116850559
5,AbsoluteHumidityMax,1.4989479989314476,0.729291633172914
5,AbsoluteHumidityMin,1.5289848081729354,0.7183337018223345
5,AbsoluteHumidity,1.6832476512840768,0.6586306071637791
6,SYNOPCode,0.6825790608007174,0.9714797445737382
6,WindDirection,0.6842745570281913,0.971337882494082
6,WindSpeedMin,0.6767375343678621,0.9719658096889692
6,WindSpeedMax,0.6763359483435892,0.97199907162018
6,TemperatureMin,0.6717396497233481,0.9723783603796018
6,WindSpeed,0.6687392102369937,0.9726245628063462
6,TemperatureMax,0.6653813231284215,0.9728987888180214
6,AbsoluteHumidityMin,0.6583227245067004,0.9734707372472678
6,Particulate,0.6512743477400029,0.9740357708734411
6,Frequency,0.6487595537186877,0.9742358973663366
6,Time,0.8193335341077677,0.9589068959048715
6,VisibilityMin,0.8451616753599032,0.9562752758328795
6,ParticulateMax,0.8429352178691949,0.9565053454480327
6,TemperatureDifference,0.8435505856983871,0.9564418174798415
6,VisibilityMax,0.9131303124185876,0.9489597247675565
6,AbsoluteHumidityMax,0.9078294214576913,0.9495506012449589
6,RelativeHumidity,0.900703690328057,0.9503394675087681
6,ParticulateMin,0.9330826462784263,0.9467048470968874
6,Distance,0.9348844684986206,0.9464988179556031
6,Visibility,1.1039698335596928,0.925396036604637
6,Temperature,1.3069499167526717,0.8954400471746753
6,RainIntensityMax,1.7181162724515486,0.8193023144501324
6,RainIntensityMin,1.727779380548999,0.8172640222253289
6,AbsoluteHumidity,1.7321055592304178,0.816347773049518
6,RainIntensity,3.2228694330625505,0.364181865220948
7,SYNOPCode,0.30990400665605433,0.9591280476182192
7,WindSpeedMin,0.31321247190965695,0.9582507098696277
7,WindDirection,0.31388351159797584,0.9580716273369991
7,Distance,0.30812368959963726,0.9595962960073948
7,TemperatureMin,0.3105864617981145,0.9589478370623212
7,WindSpeed,0.306482737313083,0.960025500295381
7,ParticulateMax,0.3056964704958692,0.960230342539009
7,TemperatureMax,0.30637138987288437,0.9600545410805372
7,VisibilityMax,0.30680535834897904,0.959941297168839
7,Particulate,0.29754428210482053,0.9623231818381272
7,AbsoluteHumidityMin,0.2974781217596406,0.9623399352043441
7,Visibility,0.30079663970321185,0.9614950146915132
7,Frequency,0.29731379235298866,0.9623815311827845
7,ParticulateMin,0.3353991114322156,0.9521265399928593
7,AbsoluteHumidityMax,0.3327353543854894,0.9528839472961893
7,Temperature,0.331346766840436,0.9532763807792851
7,VisibilityMin,0.3292203312362746,0.9538741591197385
7,RelativeHumidity,0.324955304222366,0.9550615320745097
7,AbsoluteHumidity,0.33298280222839177,0.9528138429286459
7,RainIntensityMax,0.39385887002643793,0.933983535418622
